GCA_000007865.1,PRJNA91,SAMN02604086,Mycobacterium avium subsp. paratuberculosis K-10,Actinobacteria,Isolate,K-10,Complete,2001-12-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/865/GCA_000007865.1_ASM786v1
GCA_000344805.1,PRJDB684,SAMD00061052,Bradyrhizobium oligotrophicum S58,Alphaproteobacteria,Isolate,S58,Complete,2013-02-28T23:03:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1
GCA_000390085.1,PRJNA168471,SAMN02603716,Mycobacterium avium subsp. paratuberculosis MAP4,Actinobacteria,Isolate,MAP4,Complete,2013-05-09T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/085/GCA_000390085.1_ASM39008v1
GCA_000463015.1,PRJNA178088,SAMN02603275,Variovorax paradoxus B4,Betaproteobacteria,Isolate,B4,Complete,2013-08-30T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/015/GCA_000463015.1_ASM46301v1
GCA_000604065.3,PRJNA242373,SAMN02693467,Pandoraea pnomenusa,Betaproteobacteria,Isolate,RB38,Complete,2014-03-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/065/GCA_000604065.3_ASM60406v3
GCA_000756045.1,PRJNA244540,SAMN02866417,Paraburkholderia xenovorans LB400,Betaproteobacteria,Isolate,LB400,Complete,2014-09-18T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/045/GCA_000756045.1_ASM75604v1
GCA_000767615.3,PRJNA261997,SAMN03078809,Pandoraea pnomenusa,Betaproteobacteria,Isolate,DSM 16536,Complete,2014-10-22T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/615/GCA_000767615.3_ASM76761v3
GCA_000807315.1,PRJNA270102,SAMN03262953,Bradyrhizobium japonicum,Alphaproteobacteria,Isolate,E109,Complete,2014-12-23T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/315/GCA_000807315.1_ASM80731v1
GCA_000812165.1,PRJNA221122,SAMN02360353,Bordetella pertussis 137,Betaproteobacteria,Isolate,137,Complete,2014-12-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/165/GCA_000812165.1_ASM81216v1
GCA_000815105.2,PRJNA270151,SAMN03263587,Pandoraea pulmonicola,Betaproteobacteria,Isolate,DSM 16583,Complete,2015-01-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/105/GCA_000815105.2_ASM81510v2
GCA_000826965.4,PRJNA271830,SAMN03278108,Pandoraea apista,Betaproteobacteria,Isolate,TF81F4,Complete,2015-01-21T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/965/GCA_000826965.4_ASM82696v4
GCA_000831005.1,PRJNA227392,SAMN02401947,Marinobacter salarius,Gammaproteobacteria,Isolate,R9SW1,Complete,2014-02-05T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/005/GCA_000831005.1_ASM83100v1
GCA_000835225.1,PRJNA269152,SAMN03252100,Mycobacterium avium subsp. paratuberculosis,Actinobacteria,Isolate,E1,Complete,2015-02-10T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/225/GCA_000835225.1_ASM83522v1
GCA_000835265.1,PRJNA269152,SAMN03252736,Mycobacterium avium subsp. paratuberculosis,Actinobacteria,Isolate,E93,Complete,2015-02-10T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/265/GCA_000835265.1_ASM83526v1
GCA_000943805.1,PRJNA275028,SAMN03338718,Sphingobium sp. YBL2,Alphaproteobacteria,Isolate,YBL2,Complete,2015-03-04T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/805/GCA_000943805.1_ASM94380v1
GCA_000959505.1,PRJNA235220,SAMN03144971,Burkholderia dolosa AU0158,Betaproteobacteria,Isolate,AU0158,Complete,2015-03-20T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/505/GCA_000959505.1_ASM95950v1
GCA_000974835.2,PRJNA281467,SAMN03486590,Burkholderia cepacia,Betaproteobacteria,Isolate,LO6,Complete,2015-04-21T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/835/GCA_000974835.2_ASM97483v2
GCA_001008165.2,PRJNA282882,SAMN03658145,Altererythrobacter atlanticus,Alphaproteobacteria,Isolate,26DY36,Complete,2015-05-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/165/GCA_001008165.2_ASM100816v2
GCA_001010785.2,PRJNA281013,SAMN03481316,Pandoraea apista,Betaproteobacteria,Isolate,TF80G25,Complete,2015-05-20T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/010/785/GCA_001010785.2_ASM101078v2
GCA_001013565.1,PRJEB9143,SAMEA3354379,Bordetella pertussis,Betaproteobacteria,Isolate,D420,Complete,2015-05-14T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/013/565/GCA_001013565.1_BPD420
GCA_001027265.1,PRJNA284212,SAMN03699824,Pandoraea apista,Betaproteobacteria,Isolate,AU2161,Complete,2015-06-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/265/GCA_001027265.1_ASM102726v1
GCA_001307525.1,PRJNA281570,SAMN03491903,Bordetella pertussis,Betaproteobacteria,Isolate,B3629,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/525/GCA_001307525.1_ASM130752v1
GCA_001307565.1,PRJNA281570,SAMN03491902,Bordetella pertussis,Betaproteobacteria,Isolate,B3621,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/565/GCA_001307565.1_ASM130756v1
GCA_001307585.1,PRJNA281570,SAMN03566780,Bordetella pertussis,Betaproteobacteria,Isolate,B1838,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/585/GCA_001307585.1_ASM130758v1
GCA_001307605.1,PRJNA281570,SAMN03566781,Bordetella pertussis,Betaproteobacteria,Isolate,B1865,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/605/GCA_001307605.1_ASM130760v1
GCA_001307625.1,PRJNA281570,SAMN03566782,Bordetella pertussis,Betaproteobacteria,Isolate,B3405,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/625/GCA_001307625.1_ASM130762v1
GCA_001307645.1,PRJNA281570,SAMN03566783,Bordetella pertussis,Betaproteobacteria,Isolate,B3582,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/645/GCA_001307645.1_ASM130764v1
GCA_001307665.1,PRJNA281570,SAMN03566784,Bordetella pertussis,Betaproteobacteria,Isolate,B3585,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/665/GCA_001307665.1_ASM130766v1
GCA_001307685.1,PRJNA281570,SAMN03566785,Bordetella pertussis,Betaproteobacteria,Isolate,B3640,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/685/GCA_001307685.1_ASM130768v1
GCA_001307705.1,PRJNA281570,SAMN03566786,Bordetella pertussis,Betaproteobacteria,Isolate,B3658,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/705/GCA_001307705.1_ASM130770v1
GCA_001307725.1,PRJNA281570,SAMN03566787,Bordetella pertussis,Betaproteobacteria,Isolate,B3913,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/725/GCA_001307725.1_ASM130772v1
GCA_001307745.1,PRJNA281570,SAMN03566788,Bordetella pertussis,Betaproteobacteria,Isolate,B3921,Complete,2015-10-07T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/745/GCA_001307745.1_ASM130774v1
GCA_001465595.2,PRJNA305052,SAMN04316586,Pandoraea apista,Betaproteobacteria,Isolate,DSM 16535,Complete,2015-12-14T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/595/GCA_001465595.2_ASM146559v2
GCA_001509895.1,PRJNA266616,SAMN03366100,Bordetella pertussis,Betaproteobacteria,Isolate,H321,Complete,2016-01-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/895/GCA_001509895.1_ASM150989v1
GCA_001509915.1,PRJNA266616,SAMN03249376,Bordetella pertussis,Betaproteobacteria,Isolate,I979,Complete,2016-01-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/915/GCA_001509915.1_ASM150991v1
GCA_001549695.1,PRJDB3027,SAMD00022775,Bradyrhizobium diazoefficiens,Alphaproteobacteria,Isolate,NK6,Complete,2015-04-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/549/695/GCA_001549695.1_ASM154969v1
GCA_001558395.2,PRJNA231221,SAMN03996260,Bordetella pertussis,Betaproteobacteria,Isolate,FDAARGOS_179,Complete,2016-02-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/395/GCA_001558395.2_ASM155839v2
GCA_001605035.1,PRJNA266616,SAMN03249361,Bordetella pertussis,Betaproteobacteria,Isolate,H374,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/035/GCA_001605035.1_ASM160503v1
GCA_001605055.1,PRJNA266616,SAMN03249363,Bordetella pertussis,Betaproteobacteria,Isolate,H378,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/055/GCA_001605055.1_ASM160505v1
GCA_001605075.1,PRJNA266616,SAMN03249364,Bordetella pertussis,Betaproteobacteria,Isolate,H379,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/075/GCA_001605075.1_ASM160507v1
GCA_001605095.1,PRJNA266616,SAMN03249365,Bordetella pertussis,Betaproteobacteria,Isolate,H380,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/095/GCA_001605095.1_ASM160509v1
GCA_001605115.1,PRJNA266616,SAMN03249368,Bordetella pertussis,Betaproteobacteria,Isolate,H559,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/115/GCA_001605115.1_ASM160511v1
GCA_001605135.1,PRJNA266616,SAMN03249362,Bordetella pertussis,Betaproteobacteria,Isolate,H375,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/135/GCA_001605135.1_ASM160513v1
GCA_001605155.1,PRJNA266616,SAMN03249372,Bordetella pertussis,Betaproteobacteria,Isolate,H627,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/155/GCA_001605155.1_ASM160515v1
GCA_001605175.1,PRJNA266616,SAMN03249366,Bordetella pertussis,Betaproteobacteria,Isolate,H489,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/175/GCA_001605175.1_ASM160517v1
GCA_001605195.1,PRJNA266616,SAMN03249367,Bordetella pertussis,Betaproteobacteria,Isolate,H542,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/195/GCA_001605195.1_ASM160519v1
GCA_001605215.1,PRJNA266616,SAMN03249369,Bordetella pertussis,Betaproteobacteria,Isolate,H561,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/215/GCA_001605215.1_ASM160521v1
GCA_001605235.1,PRJNA266616,SAMN03249370,Bordetella pertussis,Betaproteobacteria,Isolate,H563,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/235/GCA_001605235.1_ASM160523v1
GCA_001605255.1,PRJNA266616,SAMN03249371,Bordetella pertussis,Betaproteobacteria,Isolate,H622,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/255/GCA_001605255.1_ASM160525v1
GCA_001605275.1,PRJNA266616,SAMN03249373,Bordetella pertussis,Betaproteobacteria,Isolate,C393,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/275/GCA_001605275.1_ASM160527v1
GCA_001605295.1,PRJNA266616,SAMN03249374,Bordetella pertussis,Betaproteobacteria,Isolate,E476,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/295/GCA_001605295.1_ASM160529v1
GCA_001605345.1,PRJNA266616,SAMN03249377,Bordetella pertussis,Betaproteobacteria,Isolate,H564,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/345/GCA_001605345.1_ASM160534v1
GCA_001605365.1,PRJNA266616,SAMN03167927,Bordetella pertussis,Betaproteobacteria,Isolate,H788,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/365/GCA_001605365.1_ASM160536v1
GCA_001605385.1,PRJNA266616,SAMN03249378,Bordetella pertussis,Betaproteobacteria,Isolate,I468,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/385/GCA_001605385.1_ASM160538v1
GCA_001605405.1,PRJNA266616,SAMN03249379,Bordetella pertussis,Betaproteobacteria,Isolate,I469,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/405/GCA_001605405.1_ASM160540v1
GCA_001605425.1,PRJNA266616,SAMN03249380,Bordetella pertussis,Betaproteobacteria,Isolate,I472,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/425/GCA_001605425.1_ASM160542v1
GCA_001605445.1,PRJNA266616,SAMN03216666,Bordetella pertussis,Betaproteobacteria,Isolate,I476,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/445/GCA_001605445.1_ASM160544v1
GCA_001605465.1,PRJNA266616,SAMN03216667,Bordetella pertussis,Betaproteobacteria,Isolate,I480,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/465/GCA_001605465.1_ASM160546v1
GCA_001605485.1,PRJNA266616,SAMN03216668,Bordetella pertussis,Betaproteobacteria,Isolate,I483,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/485/GCA_001605485.1_ASM160548v1
GCA_001605505.1,PRJNA266616,SAMN03216669,Bordetella pertussis,Betaproteobacteria,Isolate,I496,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/505/GCA_001605505.1_ASM160550v1
GCA_001605525.1,PRJNA266616,SAMN03216670,Bordetella pertussis,Betaproteobacteria,Isolate,I498,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/525/GCA_001605525.1_ASM160552v1
GCA_001605545.1,PRJNA266616,SAMN03216672,Bordetella pertussis,Betaproteobacteria,Isolate,I518,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/545/GCA_001605545.1_ASM160554v1
GCA_001605565.1,PRJNA266616,SAMN03216673,Bordetella pertussis,Betaproteobacteria,Isolate,I521,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/565/GCA_001605565.1_ASM160556v1
GCA_001605585.1,PRJNA266616,SAMN03216674,Bordetella pertussis,Betaproteobacteria,Isolate,I538,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/585/GCA_001605585.1_ASM160558v1
GCA_001605605.1,PRJNA266616,SAMN03216675,Bordetella pertussis,Betaproteobacteria,Isolate,I539,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/605/GCA_001605605.1_ASM160560v1
GCA_001605625.1,PRJNA266616,SAMN03216676,Bordetella pertussis,Betaproteobacteria,Isolate,I646,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/625/GCA_001605625.1_ASM160562v1
GCA_001605645.1,PRJNA266616,SAMN03216677,Bordetella pertussis,Betaproteobacteria,Isolate,I656,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/645/GCA_001605645.1_ASM160564v1
GCA_001605665.1,PRJNA266616,SAMN03216678,Bordetella pertussis,Betaproteobacteria,Isolate,I669,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/665/GCA_001605665.1_ASM160566v1
GCA_001605685.1,PRJNA266616,SAMN03216679,Bordetella pertussis,Betaproteobacteria,Isolate,I707,Complete,2016-03-31T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/605/685/GCA_001605685.1_ASM160568v1
GCA_001628735.1,PRJNA266616,SAMN03249375,Bordetella pertussis,Betaproteobacteria,Isolate,I344,Complete,2016-04-22T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/628/735/GCA_001628735.1_ASM162873v1
GCA_001634365.1,PRJNA312505,SAMN04498477,Burkholderia sp. OLGA172,Betaproteobacteria,Isolate,OLGA172,Complete,2016-04-29T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/365/GCA_001634365.1_ASM163436v1
GCA_001636275.1,PRJNA319140,SAMN04889867,Pandoraea pnomenusa,Betaproteobacteria,Isolate,MCB032,Complete,2016-05-03T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/636/275/GCA_001636275.1_ASM163627v1
GCA_001642675.1,PRJNA282645,SAMN03573437,Bradyrhizobium diazoefficiens USDA 110,Alphaproteobacteria,Isolate,USDA 110,Complete,2016-05-12T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/675/GCA_001642675.1_ASM164267v1
GCA_001653355.1,PRJNA314834,SAMN04544372,Mycobacterium avium subsp. paratuberculosis,Actinobacteria,Isolate,MAP/TANUVAS/TN/India/2008,Complete,2016-05-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/653/355/GCA_001653355.1_ASM165335v1
GCA_001664005.1,PRJNA244670,SAMN05248104,Rhizobiales bacterium NRL2,Alphaproteobacteria,Isolate,NRL2,Complete,2016-06-17T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/664/005/GCA_001664005.1_ASM166400v1
GCA_001676705.1,PRJNA318508,SAMN05257177,Bordetella bronchialis,Betaproteobacteria,Isolate,AU3182,Complete,2016-06-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/705/GCA_001676705.1_ASM167670v1
GCA_001676745.1,PRJNA318508,SAMN05257179,Bordetella bronchialis,Betaproteobacteria,Isolate,AU17976,Complete,2016-06-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/676/745/GCA_001676745.1_ASM167674v1
GCA_001683455.1,PRJNA305474,SAMN04325949,Mycobacterium avium,Actinobacteria,Isolate,RCAD0278,Complete,2016-07-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/455/GCA_001683455.1_ASM168345v1
GCA_001686365.1,PRJNA321467,SAMN04867636,Bordetella pertussis,Betaproteobacteria,Isolate,VA-190,Complete,2016-07-15T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/686/365/GCA_001686365.1_ASM168636v1
