Bradyrhizobium oligotrophicum S58	Bacteria	Proteobacteria	Alphaproteobacteria	S58	SAMD00061052	PRJDB684	GCA_000344805.1	Complete	8.26417	65.1	chromosome:NC_020453.1/AP012603.1		1	7061	2013-02-28T23:03:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/805/GCA_000344805.1_ASM34480v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1
Mycobacterium avium subsp. paratuberculosis MAP4	Bacteria	Terrabacteria group	Actinobacteria	MAP4	SAMN02603716	PRJNA168471	GCA_000390085.1	Complete	4.82942	69.3	chromosome:NC_021200.1/CP005928.1		1	4327	2013-05-09T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/390/085/GCA_000390085.1_ASM39008v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/390/085/GCF_000390085.1_ASM39008v1
Variovorax paradoxus B4	Bacteria	Proteobacteria	Betaproteobacteria	B4	SAMN02603275	PRJNA178088	GCA_000463015.1	Complete	7.14852	67.1432	chromosome 1:NC_022247.1/CP003911.1; chromosome 2:NC_022234.1/CP003912.1		2	6565	2013-08-30T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/015/GCA_000463015.1_ASM46301v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/015/GCF_000463015.1_ASM46301v1
Pandoraea pnomenusa	Bacteria	Proteobacteria	Betaproteobacteria	RB38	SAMN02693467	PRJNA242373	GCA_000604065.3	Complete	5.37892	64.8	chromosome:NZ_CP007506.3/CP007506.3		1	4626	2014-03-28T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/065/GCA_000604065.3_ASM60406v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/065/GCF_000604065.3_ASM60406v3
Paraburkholderia xenovorans LB400	Bacteria	Proteobacteria	Betaproteobacteria	LB400	SAMN02866417	PRJNA244540	GCA_000756045.1	Complete	9.70295	62.6331	chromosome 1:NZ_CP008760.1/CP008760.1; chromosome 2:NZ_CP008762.1/CP008762.1; chromosome 3:NZ_CP008761.1/CP008761.1		3	8367	2014-09-18T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/045/GCA_000756045.1_ASM75604v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/045/GCF_000756045.1_ASM75604v1
Pandoraea pnomenusa	Bacteria	Proteobacteria	Betaproteobacteria	DSM 16536	SAMN03078809	PRJNA261997	GCA_000767615.3	Complete	5.38929	64.9	chromosome:NZ_CP009553.3/CP009553.3		1	4659	2014-10-22T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/615/GCA_000767615.3_ASM76761v3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/615/GCF_000767615.3_ASM76761v3
Bradyrhizobium japonicum	Bacteria	Proteobacteria	Alphaproteobacteria	E109	SAMN03262953	PRJNA270102	GCA_000807315.1	Complete	9.22421	63.7	chromosome:NZ_CP010313.1/CP010313.1		1	8404	2014-12-23T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/315/GCA_000807315.1_ASM80731v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/315/GCF_000807315.1_ASM80731v1
Bordetella pertussis 137	Bacteria	Proteobacteria	Betaproteobacteria	137	SAMN02360353	PRJNA221122	GCA_000812165.1	Complete	4.13459	67.7	chromosome:NZ_CP010323.1/CP010323.1		1	3603	2014-12-31T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/165/GCA_000812165.1_ASM81216v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/165/GCF_000812165.1_ASM81216v1
Pandoraea pulmonicola	Bacteria	Proteobacteria	Betaproteobacteria	DSM 16583	SAMN03263587	PRJNA270151	GCA_000815105.2	Complete	5.86762	64.3	chromosome:NZ_CP010310.2/CP010310.2		1	4908	2015-01-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/105/GCA_000815105.2_ASM81510v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/105/GCF_000815105.2_ASM81510v2
Pandoraea apista	Bacteria	Proteobacteria	Betaproteobacteria	TF81F4	SAMN03278108	PRJNA271830	GCA_000826965.4	Complete	5.5821	62.6	chromosome:NZ_CP010518.4/CP010518.4		1	4839	2015-01-21T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/826/965/GCA_000826965.4_ASM82696v4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/965/GCF_000826965.5_ASM82696v4
Marinobacter salarius	Bacteria	Proteobacteria	Gammaproteobacteria	R9SW1	SAMN02401947	PRJNA227392	GCA_000831005.1	Complete	4.61653	57.1	chromosome:NZ_CP007152.1/CP007152.1		1	2973	2014-02-05T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/831/005/GCA_000831005.1_ASM83100v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/831/005/GCF_000831005.1_ASM83100v1
Mycobacterium avium subsp. paratuberculosis	Bacteria	Terrabacteria group	Actinobacteria	E1	SAMN03252100	PRJNA269152	GCA_000835225.1	Complete	4.781	69.3	chromosome:NZ_CP010113.1/CP010113.1		1	4180	2015-02-10T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/225/GCA_000835225.1_ASM83522v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/225/GCF_000835225.1_ASM83522v1
Mycobacterium avium subsp. paratuberculosis	Bacteria	Terrabacteria group	Actinobacteria	E93	SAMN03252736	PRJNA269152	GCA_000835265.1	Complete	4.78606	69.3	chromosome:NZ_CP010114.1/CP010114.1		1	4223	2015-02-10T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/265/GCA_000835265.1_ASM83526v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/265/GCF_000835265.1_ASM83526v1
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2	SAMN03338718	PRJNA275028	GCA_000943805.1	Complete	5.42742	64.4244	chromosome:NZ_CP010954.1/CP010954.1; plasmid YBL2_1:NZ_CP010955.1/CP010955.1; plasmid YBL2_2:NZ_CP010956.1/CP010956.1; plasmid YBL2_3:NZ_CP010957.1/CP010957.1; plasmid YBL2_4:NZ_CP010958.1/CP010958.1; plasmid YBL2_5:NZ_CP010959.1/CP010959.1; plasmid YBL2_6:NZ_CP010960.1/CP010960.1		7	4956	2015-03-04T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/943/805/GCA_000943805.1_ASM94380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/805/GCF_000943805.1_ASM94380v1
Burkholderia dolosa AU0158	Bacteria	Proteobacteria	Betaproteobacteria	AU0158	SAMN03144971	PRJNA235220	GCA_000959505.1	Complete	6.40909	67.0353	chromosome 1:NZ_CP009795.1/CP009795.1; chromosome 2:NZ_CP009793.1/CP009793.1; chromosome 3:NZ_CP009794.1/CP009794.1		3	5616	2015-03-20T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/505/GCA_000959505.1_ASM95950v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/505/GCF_000959505.1_ASM95950v1
Burkholderia cepacia	Bacteria	Proteobacteria	Betaproteobacteria	LO6	SAMN03486590	PRJNA281467	GCA_000974835.2	Complete	6.41938	67	chromosome:NZ_CP011301.1/CP011301.1		1	5618	2015-04-21T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/835/GCA_000974835.2_ASM97483v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/835/GCF_000974835.2_ASM97483v2
Altererythrobacter atlanticus	Bacteria	Proteobacteria	Alphaproteobacteria	26DY36	SAMN03658145	PRJNA282882	GCA_001008165.2	Complete	3.47511	61.9128	chromosome:NZ_CP011452.2/CP011452.2; plasmid unnamed:NZ_CP011453.2/CP011453.2		2	3167	2015-05-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/008/165/GCA_001008165.2_ASM100816v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/008/165/GCF_001008165.2_ASM100816v2
Pandoraea apista	Bacteria	Proteobacteria	Betaproteobacteria	TF80G25	SAMN03481316	PRJNA281013	GCA_001010785.2	Complete	5.60964	62.6	chromosome:NZ_CP011279.2/CP011279.2		1	4856	2015-05-20T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/010/785/GCA_001010785.2_ASM101078v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/010/785/GCF_001010785.2_ASM101078v2
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	D420	SAMEA3354379	PRJEB9143	GCA_001013565.1	Complete	4.10639	67.7	chromosome 1:NZ_LN849008.1/LN849008.1		1	3622	2015-05-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/013/565/GCA_001013565.1_BPD420	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/013/565/GCF_001013565.1_BPD420
Pandoraea apista	Bacteria	Proteobacteria	Betaproteobacteria	AU2161	SAMN03699824	PRJNA284212	GCA_001027265.1	Complete	5.57486	62.6	chromosome:NZ_CP011501.1/CP011501.1		1	4828	2015-06-03T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/027/265/GCA_001027265.1_ASM102726v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/027/265/GCF_001027265.1_ASM102726v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3629	SAMN03491903	PRJNA281570	GCA_001307525.1	Complete	4.10115	67.7	chromosome:NZ_CP011400.1/CP011400.1		1	3621	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/525/GCA_001307525.1_ASM130752v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/525/GCF_001307525.1_ASM130752v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3621	SAMN03491902	PRJNA281570	GCA_001307565.1	Complete	4.1007	67.7	chromosome:NZ_CP011401.1/CP011401.1		1	3614	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/565/GCA_001307565.1_ASM130756v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/565/GCF_001307565.1_ASM130756v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B1838	SAMN03566780	PRJNA281570	GCA_001307585.1	Complete	4.10847	67.7	chromosome:NZ_CP011440.1/CP011440.1		1	3623	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/585/GCA_001307585.1_ASM130758v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/585/GCF_001307585.1_ASM130758v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B1865	SAMN03566781	PRJNA281570	GCA_001307605.1	Complete	4.10536	67.7	chromosome:NZ_CP011441.1/CP011441.1		1	3620	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/605/GCA_001307605.1_ASM130760v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/605/GCF_001307605.1_ASM130760v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3405	SAMN03566782	PRJNA281570	GCA_001307625.1	Complete	4.10999	67.7	chromosome:NZ_CP011442.1/CP011442.1		1	3633	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/625/GCA_001307625.1_ASM130762v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/625/GCF_001307625.1_ASM130762v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3582	SAMN03566783	PRJNA281570	GCA_001307645.1	Complete	4.10431	67.7	chromosome:NZ_CP011443.1/CP011443.1		1	3620	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/645/GCA_001307645.1_ASM130764v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/645/GCF_001307645.1_ASM130764v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3585	SAMN03566784	PRJNA281570	GCA_001307665.1	Complete	4.10639	67.7	chromosome:NZ_CP011444.1/CP011444.1		1	3627	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/665/GCA_001307665.1_ASM130766v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/665/GCF_001307665.1_ASM130766v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3640	SAMN03566785	PRJNA281570	GCA_001307685.1	Complete	4.11099	67.7	chromosome:NZ_CP011445.1/CP011445.1		1	3630	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/685/GCA_001307685.1_ASM130768v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/685/GCF_001307685.1_ASM130768v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3658	SAMN03566786	PRJNA281570	GCA_001307705.1	Complete	4.10325	67.7	chromosome:NZ_CP011446.1/CP011446.1		1	3626	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/705/GCA_001307705.1_ASM130770v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/705/GCF_001307705.1_ASM130770v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3913	SAMN03566787	PRJNA281570	GCA_001307725.1	Complete	4.10955	67.7	chromosome:NZ_CP011447.1/CP011447.1		1	3630	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/725/GCA_001307725.1_ASM130772v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/725/GCF_001307725.1_ASM130772v1
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	B3921	SAMN03566788	PRJNA281570	GCA_001307745.1	Complete	4.11156	67.7	chromosome:NZ_CP011448.1/CP011448.1		1	3633	2015-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/745/GCA_001307745.1_ASM130774v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/745/GCF_001307745.1_ASM130774v1
Pandoraea apista	Bacteria	Proteobacteria	Betaproteobacteria	DSM 16535	SAMN04316586	PRJNA305052	GCA_001465595.2	Complete	5.57126	62.632	chromosome:NZ_CP013481.2/CP013481.2; plasmid unnamed:NZ_CP013482.1/CP013482.1		2	4886	2015-12-14T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/595/GCA_001465595.2_ASM146559v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/595/GCF_001465595.2_ASM146559v2
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	H321	SAMN03366100	PRJNA266616	GCA_001509895.1	Complete	4.0794	67.7	chromosome:NZ_CP010965.1/CP010965.1		1	3594	2016-01-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/895/GCA_001509895.1_ASM150989v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/895/GCF_001509895.1_ASM150989v1
